,sector,qf_code,title,download_link
3347,Rubber Industry,2015/RUB/RSDC/00466,Tyre Tread Preparation & Building Operator,https://www.nqr.gov.in/sites/default/archive/Tyre%20Tread%20Preparation%20&%20Building%20Operator/NSQF%20-Tyre%20Tread%20Preparation%20&%20Building%20Operator.pdf
3348,Rubber Industry,2015/RUB/RSDC/00467,Tyre wheel balancing Operator,https://www.nqr.gov.in/sites/default/archive/Tyre%20wheel%20balancing%20Operator/NSQF%20-Tyre%20wheel%20balancing%20Operator.pdf
3349,Rubber Industry,2015/RUB/RSDC/00459,Tyre/Tube Repair Operator,https://www.nqr.gov.in/sites/default/archive/Tyre/Tube%20Repair%20Operator/NSQF%20-Tyre/Tube%20Repair%20Operator.pdf
3350,Rubber Industry,2015/RUB/RSDC/00975,Valve Applicator,https://www.nqr.gov.in/sites/default/archive/Valve%20Applicator/NSQF%20-Valve%20Applicator.pdf
3351,Rubber Industry,2015/RUB/RSDC/00468,Weighing Operator,https://www.nqr.gov.in/sites/default/archive/Weighing%20Operator/NSQF%20-Weighing%20Operator.pdf
3352,Rubber Industry,2015/RUB/RSDC/00469,Wire cutting operator,https://www.nqr.gov.in/sites/default/archive/Wire%20cutting%20operator/NSQF%20-Wire%20cutting%20operator.pdf
3353,Mining,2015/MIN/SCMS/00399,Data Entry Operator 1,https://www.nqr.gov.in/sites/default/archive/Data%20Entry%20Operator%201/NSQF%20-Data%20Entry%20Operator_0.pdf
3354,Mining,2015/MIN/SCMS/00407,Excavator Operator,https://www.nqr.gov.in/sites/default/archive/Excavator%20Operator/NSQF%20-Excavator%20Operator.pdf
3355,Mining,2015/MIN/SCMS/00403,Explosive Van Operator,https://www.nqr.gov.in/sites/default/archive/Explosive%20Van%20Operator/NSQF%20-%20Explosive%20Van%20Operator_1.pdf
3356,Mining,2015/MIN/SCMS/00868,Safety Operator,https://www.nqr.gov.in/sites/default/archive/Safety%20Operator/NSQF%20-Safety%20Operator.pdf
3357,Mining,2015/MIN/SCMS/00854,Sprinkler and Other Vehicle Driver,https://www.nqr.gov.in/sites/default/archive/Sprinkler%20and%20%20Other%20Vehicle%20Driver/NSQF%20-Sprinkler%20and%20%20Other%20Vehicle%20Driver.pdf
3358,Telecom,2015/TEL/TSSC/00992,Board Bring-Up Engineer,https://www.nqr.gov.in/sites/default/archive/Board%20Bring-Up%20Engineer/NSQF%20-Board%20Bring-Up%20Engineer.pdf
3359,Telecom,2015/TEL/TSSC/00985,Product Specialist Engineer,https://www.nqr.gov.in/sites/default/archive/Product%20Specialist%20Engineer/NSQF%20-Product%20Specialist%20Engineer.pdf
3360,Telecom,2015/TEL/TSSC/00991,Telecom Tower/Bay Installation Supervisor,https://www.nqr.gov.in/sites/default/archive/Telecom%20Tower/Bay%20Installation%20Supervisor/NSQF%20-Telecom%20Tower%20Bay%20Installation%20Supervisor.pdf
3361,Wood & Carpentry,2019/WC/FFSC/03319,Bent Laminated Furniture Maker,https://www.nqr.gov.in/sites/default/archive/Bent%20Laminated%20Furniture%20Maker/8.%20Bent%20Laminated%20QF.pdf
3362,Gem & Jewellery,2015/GJ/GJSCI/01169,Product Development Manager,https://www.nqr.gov.in/sites/default/archive/Product%20Development%20Manager/NSQF-Product%20Development%20Manager.pdf
3363,IT-ITeS,2019/ITES/ITSSC/03042,AI-Applied Scientist,https://www.nqr.gov.in/sites/default/archive/AI%20-%20Applied%20Scientist/QF%20-%20Applied%20Scientist.pdf
3364,IT-ITeS,2019/ITES/ITSSC/03026,AI - Data Sciences Consultant,https://www.nqr.gov.in/sites/default/archive/AI%20-%20Data%20Sciences%20Consultant/QF%20-%20Data%20Sciences%20Consultant.pdf
3365,IT-ITeS,2019/ITES/ITSSC/03028,AI - Security Analyst,https://www.nqr.gov.in/sites/default/archive/AI%20-%20Security%20Analyst/QF%20-%20Security%20Analyst.pdf
3366,IT-ITeS,2019/ITES/ITSSC/03038,AI Chief Data Officer,https://www.nqr.gov.in/sites/default/archive/AI%20Chief%20Data%20Officer/QF%20-%20Chief%20Data%20Officer.pdf
3367,IT-ITeS,2019/ITES/ITSSC/03037,AI Data Steward,https://www.nqr.gov.in/sites/default/archive/AI%20Data%20Steward/QF%20-%20Data%20Steward.pdf
3368,IT-ITeS,2019/ITES/ITSSC/03034,AI Hardware Engineer,https://www.nqr.gov.in/sites/default/archive/AI%20Hardware%20Engineer/QF%20-%20Hardware%20Engineer.pdf
3369,IT-ITeS,2019/ITES/ITSSC/03040,AI Integration engineer,https://www.nqr.gov.in/sites/default/archive/AI%20Integration%20engineer/QF%20-%20Integration%20Engineer.pdf
3370,IT-ITeS,2019/ITES/ASAP/3598,AI -Machine learning Developer,https://www.nqr.gov.in/sites/default/archive/AI%20-Machine%20learning%20Developer/Q%20File%20-AI.pdf
3371,IT-ITeS,2019/ITES/ITSSC/03043,AI Product Manager,https://www.nqr.gov.in/sites/default/archive/AI%20Product%20Manager/QF%20-%20Product%20Manager.pdf
3372,IT-ITeS,2019/ITES/ITSSC/03030,AI Test Engineer,https://www.nqr.gov.in/sites/default/archive/AI%20Test%20Engineer/QF%20-%20Test%20Engineer.pdf
3373,IT-ITeS,SSC/Q8103,AI Visualization,https://www.nqr.gov.in/sites/default/archive/AI%20Visualization/QF%20-%20Visualization%20Specialist.pdf
3374,IT-ITeS,2015/ITES/ITSSC/00788,Associate- Supply Chain Management,https://www.nqr.gov.in/sites/default/archive/Associate-%20Supply%20Chain%20Management/NSQF-Associate-%20Supply%20Chain%20Management.pdf
3375,IT-ITeS,2015/ITES/ITSSC/00785,Associate-Editorial,https://www.nqr.gov.in/sites/default/archive/Associate-Editorial/NSQF-Associate-Editorial.pdf
3376,IT-ITeS,2015/ITES/ITSSC/00770,Associate-Human Resource Outsourcing,https://www.nqr.gov.in/sites/default/archive/Associate-Human%20Resource%20Outsourcing/NSQF-Associate-Human%20Resource%20Outsourcing_0.pdf
3377,IT-ITeS,2015/ITES/ITSSC/00786,Associate-Learning,https://www.nqr.gov.in/sites/default/archive/Associate-Learning/NSQF-Associate-Learning.pdf
3378,IT-ITeS,SSC/Q7102,Communication Analyst,https://www.nqr.gov.in/sites/default/archive/Communication%20Analyst/NSQF-Communication%20Analyst.pdf
3379,IT-ITeS,2015/ITES/ITSSC/00307,Deployment Engineer,https://www.nqr.gov.in/sites/default/archive/Deployment%20Engineer/NSQF-Deployment%20Engineer.pdf
3380,IT-ITeS,2015/ITES/ITSSC/00316,Engineer-Packaging,https://www.nqr.gov.in/sites/default/archive/Engineer-Packaging/NSQF-Engineer-Packaging.pdf
3381,IT-ITeS,2015/ITES/ITSSC/00317,Engineer-Software Transition,https://www.nqr.gov.in/sites/default/archive/Engineer-Software%20Transition/NSQF-Engineer-Software%20Transition.pdf
3382,IT-ITeS,2015/ITES/ITSSC/01280,Engineer-Trainee,https://www.nqr.gov.in/sites/default/archive/Engineer-Trainee/NSQF%20-%20SIMPLIFIED%20QF%20(SSCQ4202)_V3.pdf
3383,IT-ITeS,2015/ITES/ITSSC/00774,Language Translator,https://www.nqr.gov.in/sites/default/archive/Language%20Translator/NSQF-Language%20Translator.pdf
3384,IT-ITeS,2015/ITES/ITSSC/1273,Management Trainee,https://www.nqr.gov.in/sites/default/archive/Management%20Trainee/NSQF-Management%20Trainee.pdf
3385,IT-ITeS,2015/ITES/ITSSC/01269,Market Research Associate,https://www.nqr.gov.in/sites/default/archive/Market%20Research%20Associate/NSQF-Market%20Research%20Associate.pdf
3386,IT-ITeS,2015/ITES/ITSSC/0155,Master Trainer for Junior Software Developer,https://www.nqr.gov.in/sites/default/archive/Master%20Trainer%20for%20Junior%20Software%20Developer/NSQF-Master%20Trainer%20for%20Junior%20Software%20Developer.pdf
3387,IT-ITeS,2015/ITES/ITSSC/01275,Product Executive,https://www.nqr.gov.in/sites/default/archive/Product%20Executive/NSQF-Product%20Executive.pdf
3388,IT-ITeS,2015/ITES/ITSSC/00781,Research Associate,https://www.nqr.gov.in/sites/default/archive/Research%20Associate/NSQF-Research%20Associate.pdf
3389,IT-ITeS,2015/ITES/ITSSC/01272,Support Engineer,https://www.nqr.gov.in/sites/default/archive/Support%20Engineer/NSQF-Support%20Engineer.pdf
3390,Leather,2015/LT/LSSC/0379,Cutter (Footwear) (Older Version- Not in Use),https://www.nqr.gov.in/sites/default/archive/Cutter%20(Footwear)%20(Older%20Version-%20Not%20in%20Use)/NSQF-Cutter%20(Footwear).pdf
3391,Power,2021/POW/SCGJ/04261,Rooftop Solar Grid Engineer 1,https://www.nqr.gov.in/sites/default/archive/Rooftop%20Solar%20Grid%20Engineer%201/QF_Rooftop%20Solar%20Grid%20Engineer_SGJQ0106%20%20%20%20%20(1.0)_1.pdf
3392,Power,2021/EHW/SCGJ/04260,Solar Proposal Evaluation Specialist 1,https://www.nqr.gov.in/sites/default/archive/Solar%20Proposal%20Evaluation%20Specialist%201/QF_Solar%20Proposal%20Evaluation%20Specialist_SGJQ0105.pdf
3393,Power,PSS/ Q 0102,Distribution Lineman,https://www.nqr.gov.in/sites/default/archive/Distribution%20Lineman/NSQF-%20Distribution%20Lineman.pdf
3394,Power,2020/POW/DGT/03732,Electrician,https://www.nqr.gov.in/sites/default/archive/Electrician/QF_Electrician_CTS1.2_NSQF-5-converted.pdf
3395,Power,2018/POW/DGT/02645,Electrician (Steel Plant) (ATS),https://www.nqr.gov.in/sites/default/archive/Electrician%20%20(Steel%20Plant)%20(ATS)/QF_ATS_Electronic%20Mech.%20(Steel%20Plant)_0.pdf
3396,Power,DGT/1001,Electrician (CTS),https://www.nqr.gov.in/sites/default/archive/Electrician%20(CTS)/QF%20Electrician%20January%202017_V1_0.pdf
3397,Power,2020/POW/DGT/03906,ELECTRICIAN (INTEGRATED STEEL PLANT),https://www.nqr.gov.in/sites/default/archive/ELECTRICIAN%20(INTEGRATED%20STEEL%20PLANT)/QF-%20Electrician%20(Int.%20Steel%20Plant)%20NSQF.pdf
3398,Power,2020/POW/DGT/03844,ELECTRICIAN -CITS,https://www.nqr.gov.in/sites/default/archive/ELECTRICIAN%20-CITS/QF_Electrician_CITS1.1_NSQF-6.pdf
3399,Power,2015/POW/DGT/00042,Electrician Industrial,https://www.nqr.gov.in/sites/default/archive/Electrician%20Industrial/NSQF%20-%20Electrician%20Industrial.pdf
3400,Power,2021/POW/DGT/04214,ELECTRICIAN POWER DISTRIBUTION -CITS,https://www.nqr.gov.in/sites/default/archive/ELECTRICIAN%20POWER%20DISTRIBUTION%20-CITS/QF_Electrician%20Power%20Distribution_CITS1.0_NSQF-6-converted.pdf
3401,Power,2015/POW/DGT/00043,Electrician Transmission Line,https://www.nqr.gov.in/sites/default/archive/Electrician%20Transmission%20Line/NSQF%20-%20Electrical%20Transmission%20Line.pdf
3402,Power,2019/POW/PSSC/3483,Engineer Power Generation (Thermal),https://www.nqr.gov.in/sites/default/archive/Engineer%20Power%20Generation%20(Thermal)/Engineer%20Power%20Generation%20(Thermal)_1.pdf
3403,Power,2015/POW/PSSC/00882,Lineman Construction-Distribution,https://www.nqr.gov.in/sites/default/archive/Lineman%20Construction-Distribution/NSQF%20-%20SIMPLIFIED%20QF%20v2%2022%20May%20draft%20PSSC%20Distribution%20%20Lineman%20(1)_0.pdf
3404,Power,PSS/Q2011,Lineman Distribution (Multi- Skilled),https://www.nqr.gov.in/sites/default/archive/Lineman%20Distribution%20(Multi-%20Skilled)/Q%20File%20Lineman%20Distribution%20Multi-Skilled_1.pdf
3405,Rubber Industry,2015/RUB/RSDC/00885,Autoclave Operator,https://www.nqr.gov.in/sites/default/archive/Autoclave%20Operator/NSQF%20-%20Autoclave%20Operator.pdf
3406,Rubber Industry,2015/RUB/RSDC/00886,Autoclave Operator – Rubber Reclaim,https://www.nqr.gov.in/sites/default/archive/Autoclave%20Operator%20%E2%80%93%20Rubber%20Reclaim/NSQF%20-%20Autoclave%20Operator%20(Rubber%20Reclaim).pdf
3407,Rubber Industry,2015/RUB/RSDC/00954,BaleRubber Cutter,https://www.nqr.gov.in/sites/default/archive/BaleRubber%20Cutter/NSQF-Bale%20Rubber%20cutter.pdf
3408,Rubber Industry,2015/RUB/RSDC/00887,Bicycle Rickshaw Tyre building operator-TBM,https://www.nqr.gov.in/sites/default/archive/Bicycle%20Rickshaw%20Tyre%20building%20operator-TBM/NSQF%20-%20Bicyclerickshaw%20%20tyre%20building%20operator-TBM.pdf
3409,Rubber Industry,2015/RUB/RSDC/00415,Bicycle Rickshaw tyre building operator-Mono Band,https://www.nqr.gov.in/sites/default/archive/Bicycle%20Rickshaw%20tyre%20building%20operator-Mono%20Band/NSQF%20-%20Bicycle%20Rickshaw%20tyre%20building%20operator%20-%20Mono%20band.pdf
3410,Rubber Industry,2015/RUB/RSDC/00888,Bladder Assembly Operator,https://www.nqr.gov.in/sites/default/archive/Bladder%20Assembly%20Operator/NSQF%20-%20Bladder%20Assembly%20Operator.pdf
3411,Rubber Industry,2015/RUB/RSDC/00889,Bladder Curing Operator,https://www.nqr.gov.in/sites/default/archive/Bladder%20Curing%20Operator/NSQF%20-%20Bladder%20curing%20operator.pdf
3412,Rubber Industry,2015/RUB/RSDC/00417,Building Operator - Cables,https://www.nqr.gov.in/sites/default/archive/Building%20Operator%20-%20Cables/NSQF%20-%20Building%20Operator%20-%20cables.pdf
3413,Gem & Jewellery,2015/GJ/GJSCI/01237,Frame and Components,https://www.nqr.gov.in/sites/default/archive/Frame%20and%20Components/NSQF-Frame%20and%20Components.pdf
3414,Gem & Jewellery,2015/GJ/GJSCI/01208,Gemstone Driller,https://www.nqr.gov.in/sites/default/archive/Gemstone%20Driller/NSQF-Gemstone%20Driller.pdf
3415,Gem & Jewellery,G&J/Q 6704,Gemstone Facet maker,https://www.nqr.gov.in/sites/default/archive/Gemstone%20Facet%20maker/NSQF-Gemstone%20Facet%20maker.pdf
3416,Gem & Jewellery,2015/GJ/GJSCI/01210,Gemstone Girdle Polisher,https://www.nqr.gov.in/sites/default/archive/Gemstone%20Girdle%20Polisher/GP%20-%20Girdle%20Polisher.pdf
3417,Gem & Jewellery,G&J/Q 6701,Gemstone Polisher,https://www.nqr.gov.in/sites/default/archive/Gemstone%20Polisher/NSQF-Gemstone%20Polisher.pdf
3418,Gem & Jewellery,2015/GJ/GJSCI/1225,Gemstone Pre-shaper,https://www.nqr.gov.in/sites/default/archive/Gemstone%20Pre-shaper/NSQF-%20Gemstone%20Pre%20shaper.pdf
3419,Gem & Jewellery,2015/GJ/GJSCI/1178,Gemstone Thread maker,https://www.nqr.gov.in/sites/default/archive/Gemstone%20Thread%20maker/NSQF-%20Gemstone%20Thread%20maker.pdf
3420,Gem & Jewellery,2015/GJ/GJSCI/01212,Goldsmith - Enameller,https://www.nqr.gov.in/sites/default/archive/Goldsmith%20-%20Enameller/NSQF-Goldsmith%20-%20Enameller.pdf
3421,Gem & Jewellery,2015/GJ/GJSCI/01179,Goldsmith Kundan-Jadau,https://www.nqr.gov.in/sites/default/archive/Goldsmith%20Kundan-Jadau/NSQF-Goldsmith%20Kundan-Jadau.pdf
3422,Gem & Jewellery,2015/GJ/GJSCI/1164,Hand sketch Designer( Basic),https://www.nqr.gov.in/sites/default/archive/Hand%20sketch%20Designer(%20Basic)/NSQF-Hand%20sketch%20Designer(%20Basic).pdf
3423,Gem & Jewellery,2015/GJ/GJSCI/01216,Inventory Manager,https://www.nqr.gov.in/sites/default/archive/Inventory%20Manager/NSQF-Inventory%20Manager.pdf
3424,Gem & Jewellery,2015/GJ/GJSCI/01165,Jewellery Polisher,https://www.nqr.gov.in/sites/default/archive/Jewellery%20Polisher/NSQF-Jewellery%20Polisher.pdf
3425,Gem & Jewellery,2015/GJ/GJSCI/01192,Manual Blocker,https://www.nqr.gov.in/sites/default/archive/Manual%20Blocker/NSQF-%20Manual%20Blocker.pdf
3426,Gem & Jewellery,2018/GJ/DGT/02798,Manual Jewelry Design (MES),https://www.nqr.gov.in/sites/default/archive/Manual%20Jewelry%20Design%20(MES)/QF_GEM213_Manual%20Jewellery%20Design.pdf
3427,Gem & Jewellery,2015/GJ/GJSCI/01222,Melter and Refiner,https://www.nqr.gov.in/sites/default/archive/Melter%20and%20Refiner/NSQF-Melter%20and%20Refiner.pdf
3428,Gem & Jewellery,2015/GJ/GJSCI/01168,Plater,https://www.nqr.gov.in/sites/default/archive/Plater/NSQF-Plater.pdf
3429,Gem & Jewellery,2015/GJ/GJSCI/01196,Polished Grader and Assorter Basic,https://www.nqr.gov.in/sites/default/archive/Polished%20Grader%20and%20Assorter%20Basic/NSQF-%20Polished%20Grader%20&%20Assorter-(Basic).pdf
3430,Gem & Jewellery,2015/GJ/GJSCI/1197,Polished Grader & Assorter Advanced,https://www.nqr.gov.in/sites/default/archive/Polished%20Grader%20&%20Assorter%20%20Advanced/NSQF-%20Polished%20Grader%20&%20Assorter%20(Advanced).pdf
3431,Gem & Jewellery,2015/GJ/GJSCI/01232,Sorter,https://www.nqr.gov.in/sites/default/archive/Sorter/NSQF-Sorter_1.pdf
3432,Gem & Jewellery,2015/GJ/GJSCI/01233,Spectrum Operator,https://www.nqr.gov.in/sites/default/archive/Spectrum%20Operator/NSQF-Spectrum%20Operator.pdf
3433,Gem & Jewellery,2015/GJ/GJSCI/01234,Store Manager,https://www.nqr.gov.in/sites/default/archive/Store%20Manager/NSQF-Store%20Manager.pdf
3434,Gem & Jewellery,2015/GJ/GJSCI/01235,Supervisor Faceting and Polishing,https://www.nqr.gov.in/sites/default/archive/Supervisor%20Faceting%20and%20Polishing/NSQF-Supervisor%20Faceting%20and%20Polishing.pdf
3435,Gem & Jewellery,2015/GJ/GJSCI/01238,Supervisor - Setting,https://www.nqr.gov.in/sites/default/archive/Supervisor%20-%20Setting/NSQF-Supervisor%20-%20Setting.pdf
3436,Gem & Jewellery,2015/GJ/GJSCI/01239,Symmetry Analyser Machine Operator,https://www.nqr.gov.in/sites/default/archive/Symmetry%20Analyser%20Machine%20Operator/NSQF-%20Symmetry%20Analyser%20Machine%20Operator.pdf
3437,Healthcare,HSS/Q6105,Pradhan Mantri Arogya Mitra,https://www.nqr.gov.in/sites/default/archive/Pradhan%20Mantri%20Arogya%20Mitra/QFile_Pradhan%20Mantri%20Arogya%20Mitra.pdf
3438,Iron & Steel,2015/IS/IISSSC/00748,Battery Anchorage Regulator,https://www.nqr.gov.in/sites/default/archive/Battery%20Anchorage%20Regulator/NSQF-Battery%20Anchorage%20Regulator.pdf
3439,Iron & Steel,2015/IS/IISSSC/00760,Iron & Steel-Marker & Signage Painter,https://www.nqr.gov.in/sites/default/archive/Iron%20&%20Steel-Marker%20&%20Signage%20Painter/NSQF-Iron%20&%20Steel-Marker%20&%20Signage%20Painter.pdf
3440,Iron & Steel,2015/IS/IISSSC/00287,Mobile equipment maintenance,https://www.nqr.gov.in/sites/default/archive/Mobile%20equipment%20maintenance/NSQF-Mobile%20Equipment%20Maintenance.pdf
3441,Iron & Steel,2015/IS/IISSSC/00762,Reversing System Maintenance,https://www.nqr.gov.in/sites/default/archive/Reversing%20System%20Maintenance/NSQF-Reversing%20System%20Maintenance.pdf
3442,Iron & Steel,2015/IS/IISSSC/00766,Shift In Charge Furnace: Ferro Alloys,https://www.nqr.gov.in/sites/default/archive/Shift%20In%20Charge%20Furnace:%20Ferro%20Alloys/NSQF-Shift%20In%20Charge%20Furnace-%20Ferro%20Alloys_0.pdf
3443,Iron & Steel,2015/IS/IISSSC/00765,Supervisor-Refractory Brick Laying,https://www.nqr.gov.in/sites/default/archive/Supervisor-Refractory%20Brick%20Laying/NSQF-Supervisor-%20Refractory%20Brick%20Laying.pdf
3444,Iron & Steel,2015/IS/IISSSC/00769,Technician Furnace Transformer Ferro Alloys,https://www.nqr.gov.in/sites/default/archive/Technician%20Furnace%20Transformer%20Ferro%20Alloys/NSQF-Technician%20Furnace%20Transformer-%20Ferro%20Alloys.pdf
3445,Leather,2019/LT/LSSC/02986,Harness Maker,https://www.nqr.gov.in/sites/default/archive/Harness%20Maker/LSSC_QF_Harness%20Maker_Goods_%20Garments_Aug%202018.pdf
3446,Leather,2015/LT/LSSC/00369,Buffing Operator,https://www.nqr.gov.in/sites/default/archive/Buffing%20Operator/NSQF-%20Buffing%20Operator.pdf
3447,Leather,2015/LT/LSSC/00345,CAD CAM Operator,https://www.nqr.gov.in/sites/default/archive/CAD%20CAM%20Operator/NSQF-%20CAD%20CAM%20Operator.pdf
3448,Leather,2015/LT/LSSC/0359,CAD CAM Operator Garments,https://www.nqr.gov.in/sites/default/archive/CAD%20CAM%20Operator%20Garments/NSQF-%20CAD%20CAM%20Operator%20%E2%80%93%20Garments.pdf
3449,Leather,2015/LT/LSSC/0360,CAD CAM Operator Goods,https://www.nqr.gov.in/sites/default/archive/CAD%20CAM%20Operator%20Goods/NSQF-CAD%20CAM%20Operator%20%E2%80%93%20Goods.pdf
3450,Leather,2015/LT/LSSC/00387,Cutter (Goods and Garments),https://www.nqr.gov.in/sites/default/archive/Cutter%20(Goods%20and%20Garments)/NSQF-Cutter%20(Goods%20and%20Garments).pdf
3451,Leather,2015/LT/LSSC/00370,Drum Operator,https://www.nqr.gov.in/sites/default/archive/Drum%20Operator/NSQF-Drum%20Operator.pdf
3452,Leather,LSS/Q3001,Finishing Operator(Footwear),https://www.nqr.gov.in/sites/default/archive/Finishing%20Operator(Footwear)/NSQF-%20Finishing%20Operator.pdf
3453,Leather,LSS /Q0803,Finishing Operator,https://www.nqr.gov.in/sites/default/archive/Finishing%20Operator/NSQF-Finishing%20Operator.pdf
3454,Leather,2019/LT/LSSC/02995,Finishing Operator- Footwear,https://www.nqr.gov.in/sites/default/archive/Finishing%20Operator-%20Footwear/LSSC_QF_Finishing%20Operator_Footwear_July%202018.pdf
3455,Leather,LSS/QO101,Fleshing Operator Finished Leather,https://www.nqr.gov.in/sites/default/archive/Fleshing%20Operator%20Finished%20Leather/NSQF-Fleshing%20Operator%20Finished%20Leather.pdf
3456,Leather,2019/LT/LSSC/02984,Footwear and Allied Goods,https://www.nqr.gov.in/sites/default/archive/Footwear%20and%20Allied%20Goods/LSSC_QF_Footwear%20and%20Allied%20Goods%20Repairer_13062018.pdf
3457,Leather,2015/LT/LSSC/00342,Glazing Operator,https://www.nqr.gov.in/sites/default/archive/Glazing%20Operator/NSQF-Glazing%20Operator.pdf
3458,Leather,2015/LT/LSSC/0361,Harness Maker 1,https://www.nqr.gov.in/sites/default/archive/Harness%20Maker%201/NSQF-Harness%20Maker.pdf
3459,Leather,2015/LT/LSSC/00347,Heel Attacher,https://www.nqr.gov.in/sites/default/archive/Heel%20Attacher/NSQF-Heel%20Attacher.pdf
3460,Leather,2015/LT/LSSC/00348,Heel Builder,https://www.nqr.gov.in/sites/default/archive/Heel%20Builder/NSQF-Heel%20Builder.pdf
3461,Leather,2015/LT/LSSC/00380,Helper- Bottom Making,https://www.nqr.gov.in/sites/default/archive/Helper-%20Bottom%20Making/NSQF-Helper-%20Bottom%20Making.pdf
3462,Leather,2015/LT/LSSC/00373,Helper- Dry Operations,https://www.nqr.gov.in/sites/default/archive/Helper-%20Dry%20Operations/NSQF-Helper-%20Dry%20Operations.pdf
3463,Leather,LSS/Q5601,Helper- Finishing,https://www.nqr.gov.in/sites/default/archive/Helper-%20Finishing/NSQF-Helper-%20Finishing.pdf
3464,Leather,2015/LT/LSSC/00372,Helper- Finishing Operations,https://www.nqr.gov.in/sites/default/archive/Helper-%20Finishing%20Operations/NSQF-Helper-%20Finishing%20Operations.pdf
3465,Leather,2019/LT/LSSC/02988,Helper- Parts Making 1,https://www.nqr.gov.in/sites/default/archive/Helper-%20Parts%20Making%201/LSSC_QF_Helper-Parts%20Making_Goods%20_%20Garments_July%202018.pdf
3466,Leather,2015/LT/LSSC/00389,Helper- Parts Making,https://www.nqr.gov.in/sites/default/archive/Helper-%20Parts%20Making/NSQF-Helper-%20Parts%20Making.pdf
3467,Leather,LSS/Q3301,Helper Upper Making,https://www.nqr.gov.in/sites/default/archive/Helper%20Upper%20Making/NSQF-Helper%20Upper%20Making.pdf
3468,Leather,2015/LT/LSSC/00374,Helper- Wet Operations,https://www.nqr.gov.in/sites/default/archive/Helper-%20Wet%20Operations/NSQF-Helper-%20Wet%20Operations.pdf
3469,Leather,2019/LT/LSSC/02999,Laster (By Hand),https://www.nqr.gov.in/sites/default/archive/Laster%20(By%20Hand)/LSSC_QF_Laster%20by%20Hand_Footwear_Aug%202018.pdf
3470,Leather,LSS/Q2702,Laster- by hand,https://www.nqr.gov.in/sites/default/archive/Laster-%20by%20hand/NSQF-Laster-%20by%20hand.pdf
3471,Leather,LSS/Q3102,Line Supervisor- Footwear,https://www.nqr.gov.in/sites/default/archive/Line%20Supervisor-%20Footwear/NSQF-Line%20Supervisor-%20Footwear.pdf
3472,Leather,2015/LT/LSSC/00384,Moulding Operator,https://www.nqr.gov.in/sites/default/archive/Moulding%20Operator/NSQF-Moulding%20Operator.pdf
3473,Leather,LSS/Q9201,Moulding Supervisor- Non- Leather Footwear,https://www.nqr.gov.in/sites/default/archive/Moulding%20Supervisor-%20Non-%20Leather%20Footwear/NSQF-Moulding%20Supervisor-%20Non-%20Leather%20Footwear.pdf
3474,Leather,2019/LT/LSSC/02992,Pattern Cutter (Footwear),https://www.nqr.gov.in/sites/default/archive/Pattern%20Cutter%20(Footwear)/LSSC_QF_%20Pattern%20Cutter_Footwear_Aug%202018.pdf
3475,Leather,LSS/Q2102,Pattern Cutter(Footwear),https://www.nqr.gov.in/sites/default/archive/Pattern%20Cutter(Footwear)/NSQF-Pattern%20Cutter(Footwear).pdf
3476,Leather,2015/LT/LSSC/00362,Pattern Cutter(Goods and Garments),https://www.nqr.gov.in/sites/default/archive/Pattern%20Cutter(Goods%20and%20Garments)/NSQF-Pattern%20Cutter(Goods%20and%20Garments).pdf
3477,Leather,2015/LT/LSSC/00375,Post Tanning Machine Operator,https://www.nqr.gov.in/sites/default/archive/Post%20Tanning%20Machine%20Operator/NSQF-Post%20Tanning%20Machine%20Operator.pdf
3478,Leather,2015/LT/LSSC/00353,Product Developer,https://www.nqr.gov.in/sites/default/archive/Product%20Developer/NSQF-Product%20Developer.pdf
3479,Leather,2019/LT/LSSC/03002,Product Developer(Footwear),https://www.nqr.gov.in/sites/default/archive/Product%20Developer(Footwear)/LSSC_QF_Product%20Developer_Footwear_July2018.pdf
3480,Leather,2019/LT/LSSC/3387,Qualification Pack- Helper- Dry Operations,https://www.nqr.gov.in/sites/default/archive/Qualification%20Pack-%20Helper-%20Dry%20Operations/LSSC_QF_Helper-Dry%20Operations_Oct%202018.pdf
3481,Leather,2019/LT/LSSC/3388,Qualification Pack- Helper- Finishing Operations,https://www.nqr.gov.in/sites/default/archive/Qualification%20Pack-%20Helper-%20Finishing%20Operations/LSSC_QF_Helper%20Finishing_Oct%202018.pdf
3482,Leather,2019/LT/LSSC/3382,Qualification Pack- Moulding Operator,https://www.nqr.gov.in/sites/default/archive/Qualification%20Pack-%20Moulding%20Operator/LSSC_QF_Moulding%20Operator_Footwear_Oct%202018.pdf
3483,Leather,2015/LT/LSSC/00354,Quality Control Inspector (Non- Leather Footwear),https://www.nqr.gov.in/sites/default/archive/Quality%20Control%20Inspector%20(Non-%20Leather%20Footwear)/NSQF-Quality%20Control%20Inspector%20(Non-%20Leather%20Footwear).pdf
3484,Leather,2015/LT/LSSC/00365,Quality Control Inspector (Saddlery),https://www.nqr.gov.in/sites/default/archive/Quality%20Control%20Inspector%20(Saddlery)/NSQF-Quality%20Control%20Inspector%20(Saddlery).pdf
3485,Leather,2019/LT/LSSC/02989,Saddle Maker,https://www.nqr.gov.in/sites/default/archive/Saddle%20Maker/LSSC_QF_Saddle%20Maker_Goods_%20Garments_Aug%202018.pdf
